X,Y,ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
-93.247439313001436,44.950169704177469,3001,May14,2092May14,n-Hexane,1.4,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407
-93.247439313001436,44.950169704177469,3002,May14,2092May14,Toluene,3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407
-93.247439313001436,44.950169704177469,3003,May14,2092May14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407
-93.247439313001436,44.950169704177469,3004,May14,2092May14,Vinyl acetate,4.1,ug/m3,108-05-4,200,ug/m3,HRV,,Volunteer,2850 Cedar Ave S,Minneapolis,MN,55407
-93.265515158351249,44.982638701286824,3005,May14,2093May14,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3006,May14,2093May14,Acetone,8.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3007,May14,2093May14,Chloromethane,0.79,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3008,May14,2093May14,Dichlorodifluoromethane,1.5,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3009,May14,2093May14,Ethanol,11.4,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3010,May14,2093May14,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3011,May14,2093May14,Propylene,1.9,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3012,May14,2093May14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.265515158351249,44.982638701286824,3013,May14,2093May14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,111 Marquette Ave,Minneapolis,MN,55401
-93.28500946239933,45.017259007849219,3014,May14,2103May14,2-Butanone (MEK),5.6,ug/m3,78-93-3,10000,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3015,May14,2103May14,2-Hexanone,1.3,ug/m3,591-78-6,4000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3016,May14,2103May14,Acetone,16.8,ug/m3,67-64-1,590000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3017,May14,2103May14,Dichlorodifluoromethane,3.7,ug/m3,75-71-8,4950000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3018,May14,2103May14,Ethanol,20.3,ug/m3,64-17-5,1900000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3019,May14,2103May14,m&p-Xylene,1.5,ug/m3,179601-23-1,350000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3020,May14,2103May14,Methylene Chloride,2.3,ug/m3,75-09-2,20,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3021,May14,2103May14,n-Heptane,2.5,ug/m3,142-82-5,350000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3022,May14,2103May14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3023,May14,2103May14,Propylene,3.3,ug/m3,115-07-1,1050000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3024,May14,2103May14,Tetrachloroethene,1.2,ug/m3,127-18-4,2,ug/m3,RAA,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3025,May14,2103May14,Toluene,3.1,ug/m3,108-88-3,400,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.28500946239933,45.017259007849219,3026,May14,2103May14,Trichlorofluoromethane,2.5,ug/m3,75-69-4,5600000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412
-93.29070173421519,44.93741855279557,3027,May14,2140May14,2-Butanone (MEK),2.3,ug/m3,78-93-3,10000,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3028,May14,2140May14,2-Hexanone,0.81,ug/m3,591-78-6,4000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3029,May14,2140May14,2-Propanol,0.5,ug/m3,67-63-0,980000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3030,May14,2140May14,4-Methyl-2-pentanone (MIBK),0.73,ug/m3,108-10-1,205000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3031,May14,2140May14,Acetone,30.5,ug/m3,67-64-1,590000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3032,May14,2140May14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3033,May14,2140May14,Carbon tetrachloride,0.93,ug/m3,56-23-5,12600,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3034,May14,2140May14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3035,May14,2140May14,Dichlorodifluoromethane,4.4,ug/m3,75-71-8,4950000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3036,May14,2140May14,Ethanol,22.4,ug/m3,64-17-5,1900000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3037,May14,2140May14,Ethyl acetate,2.5,ug/m3,141-78-6,1400000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3038,May14,2140May14,m&p-Xylene,0.98,ug/m3,179601-23-1,350000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3039,May14,2140May14,n-Hexane,0.65,ug/m3,110-54-3,2000,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3040,May14,2140May14,Propylene,3.7,ug/m3,115-07-1,1050000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3041,May14,2140May14,Tetrahydrofuran,1.9,ug/m3,109-99-9,590000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,3042,May14,2140May14,Trichlorofluoromethane,2,ug/m3,75-69-4,5600000,ug/m3,REL,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.208779105616998,44.947059696169433,3043,May14,2143May14,2-Butanone (MEK),3,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3044,May14,2143May14,Acetone,10.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3045,May14,2143May14,Benzene,1.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3046,May14,2143May14,Chloromethane,0.82,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3047,May14,2143May14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3048,May14,2143May14,Ethanol,15.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3049,May14,2143May14,m&p-Xylene,1.8,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3050,May14,2143May14,Methylene Chloride,1.7,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3051,May14,2143May14,n-Heptane,1.2,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3052,May14,2143May14,n-Hexane,1.2,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3053,May14,2143May14,Propylene,2.5,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3054,May14,2143May14,Toluene,2.4,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.208779105616998,44.947059696169433,3055,May14,2143May14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406
-93.320875672993267,44.948499057253876,3056,May14,2146May14,2-Butanone (MEK),2.2,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3057,May14,2146May14,2-Propanol,0.99,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3058,May14,2146May14,Acetone,33.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3059,May14,2146May14,Benzene,2.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3060,May14,2146May14,Carbon disulfide,0.79,ug/m3,75-15-0,700,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3061,May14,2146May14,Dichlorodifluoromethane,3.2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3062,May14,2146May14,Ethanol,54.4,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3063,May14,2146May14,m&p-Xylene,0.76,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3064,May14,2146May14,Methylene Chloride,8.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3065,May14,2146May14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3066,May14,2146May14,Propylene,2.8,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875672993267,44.948499057253876,3067,May14,2146May14,Trichlorofluoromethane,1.7,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.239709807648254,45.017809798729779,3068,May14,2151May14,2-Butanone (MEK),3.3,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3069,May14,2151May14,Acetone,9.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3070,May14,2151May14,Chloromethane,0.96,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3071,May14,2151May14,Dichlorodifluoromethane,2.1,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3072,May14,2151May14,Ethanol,16.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3073,May14,2151May14,m&p-Xylene,1.5,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3074,May14,2151May14,Methylene Chloride,1.5,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3075,May14,2151May14,n-Hexane,1.4,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3076,May14,2151May14,o-Xylene,1.1,ug/m3,95-47-6,43000,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3077,May14,2151May14,Propylene,2.4,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3078,May14,2151May14,Toluene,2.3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.239709807648254,45.017809798729779,3079,May14,2151May14,Trichlorofluoromethane,1.4,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2730 Buchanan St NE,Minneapolis,MN,55418
-93.314090750652895,44.951941913107831,3080,May14,2157May14,2-Propanol,0.52,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3081,May14,2157May14,Acetone,6.4,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3082,May14,2157May14,Benzene,0.52,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3083,May14,2157May14,Chloromethane,0.75,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3084,May14,2157May14,Dichlorodifluoromethane,1.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3085,May14,2157May14,Ethanol,6.8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3086,May14,2157May14,m&p-Xylene,1.1,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3087,May14,2157May14,Methylene Chloride,0.68,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3088,May14,2157May14,Propylene,1.5,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3089,May14,2157May14,Toluene,1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.314090750652895,44.951941913107831,3090,May14,2157May14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2705 28th St W,Minneapolis,MN,55416
-93.257163395390663,44.948333501702059,3091,May14,2161May14,"1,2,4-Trimethylbenzene",1.3,ug/m3,95-63-6,125000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3092,May14,2161May14,2-Butanone (MEK),2.1,ug/m3,78-93-3,10000,ug/m3,HRV,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3093,May14,2161May14,2-Hexanone,0.79,ug/m3,591-78-6,4000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3094,May14,2161May14,Acetone,17.1,ug/m3,67-64-1,590000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3095,May14,2161May14,Benzene,3.1,ug/m3,71-43-2,1.3,ug/m3,HRV,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3096,May14,2161May14,Dichlorodifluoromethane,3.4,ug/m3,75-71-8,4950000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3097,May14,2161May14,Ethanol,21.1,ug/m3,64-17-5,1900000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3098,May14,2161May14,Ethyl acetate,2.1,ug/m3,141-78-6,1400000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3099,May14,2161May14,m&p-Xylene,1,ug/m3,179601-23-1,350000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3100,May14,2161May14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3101,May14,2161May14,Propylene,2.4,ug/m3,115-07-1,1050000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3102,May14,2161May14,Tetrachloroethene,70.9,ug/m3,127-18-4,2,ug/m3,RAA,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.257163395390663,44.948333501702059,3103,May14,2161May14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,Falconer's Cleaners SE Corner,business,1229 Lake St E,Minneapolis,MN,55406
-93.315230357015594,45.043912439129628,3104,May14,2170May14,2-Butanone (MEK),2.5,ug/m3,78-93-3,10000,ug/m3,HRV,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3105,May14,2170May14,2-Hexanone,0.81,ug/m3,591-78-6,4000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3106,May14,2170May14,2-Propanol,2.1,ug/m3,67-63-0,980000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3107,May14,2170May14,4-Methyl-2-pentanone (MIBK),1.1,ug/m3,108-10-1,205000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3108,May14,2170May14,Acetone,18,ug/m3,67-64-1,590000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3109,May14,2170May14,Carbon tetrachloride,0.52,ug/m3,56-23-5,12600,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3110,May14,2170May14,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3111,May14,2170May14,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3112,May14,2170May14,Ethanol,9.1,ug/m3,64-17-5,1900000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3113,May14,2170May14,Ethyl acetate,1.8,ug/m3,141-78-6,1400000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3114,May14,2170May14,m&p-Xylene,0.89,ug/m3,179601-23-1,350000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3115,May14,2170May14,Naphthalene,1.9,ug/m3,91-20-3,9,ug/m3,HRV,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3116,May14,2170May14,n-Hexane,1.5,ug/m3,110-54-3,2000,ug/m3,HRV,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3117,May14,2170May14,Propylene,2,ug/m3,115-07-1,1050000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315230357015594,45.043912439129628,3118,May14,2170May14,Trichlorofluoromethane,1.1,ug/m3,75-69-4,5600000,ug/m3,REL,Pinta Foamtec,business,2601 49th Ave N,Minneapolis,MN,55430
-93.315327712832826,44.935044205884694,3119,May14,2173May14,2-Butanone (MEK),2.2,ug/m3,78-93-3,10000,ug/m3,HRV,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3120,May14,2173May14,2-Hexanone,0.75,ug/m3,591-78-6,4000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3121,May14,2173May14,Acetone,12.5,ug/m3,67-64-1,590000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3122,May14,2173May14,Benzene,3.1,ug/m3,71-43-2,1.3,ug/m3,HRV,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3123,May14,2173May14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3124,May14,2173May14,Ethanol,79.9,ug/m3,64-17-5,1900000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3125,May14,2173May14,Propylene,1.5,ug/m3,115-07-1,1050000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,3126,May14,2173May14,Trichlorofluoromethane,1.2,ug/m3,75-69-4,5600000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.239130210135357,44.955596951715698,3127,May14,2177May14,"1,2,4-Trimethylbenzene",0.95,ug/m3,95-63-6,125000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3128,May14,2177May14,2-Butanone (MEK),3.7,ug/m3,78-93-3,10000,ug/m3,HRV,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3129,May14,2177May14,2-Propanol,35.2,ug/m3,67-63-0,980000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3130,May14,2177May14,Acetone,35,ug/m3,67-64-1,590000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3131,May14,2177May14,Benzene,0.94,ug/m3,71-43-2,1.3,ug/m3,HRV,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3132,May14,2177May14,Chloromethane,0.8,ug/m3,74-87-3,206544,ug/m3,PEL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3133,May14,2177May14,Cyclohexane,4.6,ug/m3,110-82-7,1050000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3134,May14,2177May14,Dichlorodifluoromethane,1.6,ug/m3,75-71-8,4950000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3135,May14,2177May14,Ethanol,31,ug/m3,64-17-5,1900000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3136,May14,2177May14,Ethyl acetate,120,ug/m3,141-78-6,1400000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3137,May14,2177May14,m&p-Xylene,1.7,ug/m3,179601-23-1,350000,ug/m3,REL,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
-93.239130210135357,44.955596951715698,3138,May14,2177May14,Methylene Chloride,3.8,ug/m3,75-09-2,20,ug/m3,HRV,Smyth Companies LLC - Minneapolis NW,business,2300 26th St E,Minneapolis,MN,55406
